open,high,low,close,volume,SMA_7,SMA_21,EMA_7,EMA_21,RSI,Upper_Bollinger,Lower_Bollinger,Daily_Return,Log_Return,Rolling_Volatility_7,Rolling_Volatility_21,ATR_14,Volume_MA_7,Volume_MA_21,Volume_ROC,Price_Spread,Close_Open_Spread
18.88,18.89,18.87,18.87,2107,18.851428571428567,18.828095238095237,18.85676864902716,18.82667899135211,68.42105263157924,18.89650210924682,18.765497890753178,-0.0005296610169490679,-0.000529801336895697,0.002208124166958654,0.004462744390388861,0.017142857142857286,1921.857142857143,2096.190476190476,-0.2833333333333333,0.019999999999999574,-0.00999999999999801
18.87,18.87,18.85,18.85,1324,18.852857142857143,18.831904761904763,18.855076486770372,18.82879908304737,60.00000000000071,18.897045514052135,18.770954485947865,-0.0010598834128245915,-0.0010604454864390803,0.0022077867710268047,0.004647976595286649,0.01785714285714311,1752.0,2135.4285714285716,-0.37161841480778357,0.019999999999999574,-0.019999999999999574
18.86,18.86,18.86,18.86,160,18.85571428571429,18.835238095238097,18.85630736507778,18.831635530043066,60.0,18.898933750683103,18.775066249316897,0.0005305039787797394,0.0005303633112915648,0.002249788365643111,0.004573934973857518,0.017857142857142856,1760.5714285714287,2014.4761904761904,-0.879154078549849,0.0,0.0
18.85,18.85,18.81,18.81,834,18.851428571428574,18.835714285714285,18.844730523808334,18.829668663675513,34.99999999999912,18.89402152688762,18.783978473112384,-0.002651113467656452,-0.0026546338923724533,0.0036096475361265617,0.005355708344602887,0.017857142857142856,1708.2857142857142,1949.5714285714287,4.2125,0.0400000000000027,-0.0400000000000027
18.83,18.83,18.83,18.83,586,18.849999999999998,18.83857142857143,18.84104789285625,18.829698785159557,40.909090909090104,18.889304426132806,18.793695573867193,0.0010632642211589882,0.0010626993561220547,0.003837037456882826,0.005167049298163687,0.01857142857142843,1677.7142857142858,1432.952380952381,-0.29736211031175064,0.0,0.0
18.85,18.86,18.85,18.86,881,18.851428571428574,18.842380952380953,18.845785919642186,18.83245344105414,54.54545454545455,18.888736208079525,18.800263791920475,0.0015932023366969084,0.0015919345362505404,0.0041657132838390145,0.005354394282093924,0.01857142857142843,1261.7142857142858,1453.3809523809523,0.5034129692832765,0.00999999999999801,0.00999999999999801
18.86,18.86,18.86,18.86,366,18.84857142857143,18.845238095238095,18.84933943973164,18.834957673685583,52.38095238095197,18.886903446282517,18.80809655371749,0.0,0.0,0.003776409880077961,0.005279789061339793,0.017857142857142603,894.0,1280.4761904761904,-0.5845629965947787,0.0,0.0
18.86,18.86,18.85,18.85,302,18.845714285714283,18.847619047619048,18.84950457979873,18.836325157895985,47.619047619048025,18.88472857691662,18.81427142308338,-0.0005302226935312015,-0.0005303633112915846,0.0037764757093223587,0.005322309262534908,0.017857142857142603,636.1428571428571,1254.7142857142858,-0.17486338797814205,0.00999999999999801,-0.00999999999999801
18.85,18.87,18.8,18.84,8692,18.844285714285714,18.84904761904762,18.847128434849047,18.836659234450895,50.0,18.883251054623305,18.817748945376703,-0.0005305039787799615,-0.0005306447458028908,0.003663175693983823,0.005343463240286332,0.021428571428571224,1688.7142857142858,1654.3333333333333,27.781456953642383,0.07000000000000028,-0.010000000000001563
18.83,18.83,18.82,18.83,4833,18.84,18.84952380952381,18.842846326136787,18.836053849500814,47.61904761904722,18.88112223975001,18.815877760249993,-0.0005307855626327518,-0.0005309264791560118,0.003611897381155694,0.005354061919509218,0.022857142857142625,2356.285714285714,1774.952380952381,-0.44397146801656695,0.00999999999999801,0.0
18.83,18.83,18.83,18.83,1000,18.842857142857145,18.847619047619048,18.83963474460259,18.835503499546196,47.61904761904722,18.878470381029153,18.814529618970845,0.0,0.0,0.002253063505017034,0.004587656724017602,0.022142857142856798,2380.0,1732.0,-0.7930891785640389,0.0,0.0
18.83,18.85,18.83,18.85,8251,18.845714285714287,18.846666666666668,18.842226058451942,18.836821363223812,52.173913043478606,18.878854934344567,18.815145065655436,0.0010621348911312722,0.001061571224958825,0.002252530913623341,0.004732761901148147,0.023571428571428448,3475.0,2082.0476190476193,7.2509999999999994,0.020000000000003126,0.020000000000003126
18.85,18.86,18.85,18.86,2128,18.845714285714287,18.847619047619045,18.846669543838956,18.838928512021646,52.17391304347785,18.879863071872805,18.815136928127203,0.0005305039787797394,0.0005303633112915648,0.001621577470040834,0.004476428452209497,0.022142857142856798,3653.1428571428573,2160.3809523809523,-0.7420918676524058,0.00999999999999801,0.00999999999999801
18.86,18.86,18.85,18.85,2584,18.844285714285714,18.847619047619048,18.84750215787922,18.83993501092877,42.857142857143344,18.878854934344567,18.815145065655436,-0.0005302226935312015,-0.0005303633112915846,0.0017061209566015948,0.004482754422546756,0.0207142857142854,3970.0,2269.1428571428573,0.2142857142857142,0.00999999999999801,-0.00999999999999801
18.86,18.86,18.86,18.86,700,18.845714285714283,18.847619047619048,18.850626618409414,18.841759100844335,47.61904761904722,18.88018368334538,18.81581631665462,0.0005305039787797394,0.0005303633112915648,0.0017060916548457393,0.004482754422546756,0.019999999999999574,4026.8571428571427,2194.9523809523807,-0.7291021671826625,0.0,0.0
18.87,18.88,18.87,18.88,724,18.851428571428567,18.84952380952381,18.85796996380706,18.84523554622212,57.14285714285666,18.884943563521347,18.815056436478656,0.0010604453870626251,0.0010598835120432524,0.0017862226149154283,0.004457370084482927,0.019999999999999574,2888.5714285714284,2109.7619047619046,0.03428571428571425,0.00999999999999801,0.00999999999999801
18.89,18.9,18.89,18.89,1421,18.860000000000003,18.851904761904763,18.865977472855295,18.84930504202011,57.14285714285738,18.89136549003654,18.813634509963457,0.0005296610169491789,0.0005295207960635808,0.0015004936648321987,0.004476141923510653,0.0207142857142854,2401.1428571428573,2172.6666666666665,0.9627071823204421,0.00999999999999801,0.0
18.9,18.95,18.9,18.93,4486,18.874285714285715,18.856190476190477,18.88198310464147,18.85664094729101,80.00000000000036,18.908544564264858,18.80545543573514,0.002117522498676472,0.00211528370781322,0.0021186487799914468,0.004894533758384796,0.02142857142857097,2899.1428571428573,2329.1428571428573,2.1569317382125264,0.05000000000000071,0.030000000000001137
18.94,18.96,18.94,18.96,500,18.889999999999997,18.86190476190476,18.901487328481103,18.866037224810007,80.95238095238143,18.93143933259713,18.793560667402865,0.0015847860538826808,0.00158353160564422,0.0022657636531119105,0.005070587019381456,0.022142857142856798,1791.857142857143,2314.8571428571427,-0.8885421310744539,0.019999999999999574,0.019999999999999574
18.96,18.96,18.94,18.94,2100,18.90142857142857,18.86619047619048,18.91111549636083,18.872761113463643,70.00000000000054,18.94240732632263,18.788592673677364,-0.001054852320675037,-0.001055409068943492,0.0029600507295289933,0.005240851165441072,0.02142857142857097,1787.857142857143,2234.2380952380954,3.2,0.019999999999999574,-0.019999999999999574
18.95,18.95,18.95,18.95,500,18.915714285714284,18.86952380952381,18.92083662227062,18.879782830421494,71.42857142857167,18.955210651551972,18.783789348448025,0.000527983104540608,0.0005278437705031224,0.00266038815393215,0.00505481363702371,0.022142857142856544,1490.142857142857,2118.0476190476193,-0.7619047619047619,0.0,0.0
18.94,18.94,18.94,18.94,100,18.927142857142858,18.872857142857143,18.925627466702966,18.885257118564994,71.42857142857167,18.96470484232412,18.783295157675884,-0.0005277044854880009,-0.0005278437705030432,0.002959000331510718,0.005054526881330364,0.022142857142856544,1404.4285714285713,2022.4761904761904,-0.8,0.0,0.0
18.94,18.94,18.94,18.94,3272,18.935714285714287,18.877142857142857,18.929220600027225,18.890233744149995,75.00000000000088,18.973056769741426,18.782943230258574,0.0,0.0,0.0029587649686868707,0.004890683342340443,0.017142857142856523,1768.4285714285713,2115.2380952380954,31.72,0.0,0.0
18.94,18.95,18.94,18.95,2290,18.944285714285716,18.88142857142857,18.934415450020417,18.89566704013636,80.00000000000142,18.979590530292636,18.79040946970736,0.000527983104540608,0.0005278437705031224,0.0029587153284469573,0.004890519936885659,0.0164285714285707,1892.5714285714287,2216.6666666666665,-0.3001222493887531,0.00999999999999801,0.00999999999999801
18.94,18.95,18.94,18.95,3270,18.947142857142858,18.888095238095236,18.93831158751531,18.900606400123962,80.00000000000142,18.98612318882702,18.795876811172977,0.0,0.0,0.002239868841021043,0.003862729066072125,0.01714285714285627,1718.857142857143,2332.6666666666665,0.4279475982532752,0.00999999999999801,0.00999999999999801
18.95,18.95,18.93,18.93,1187,18.942857142857143,18.892857142857142,18.936233690636485,18.903278545567236,70.00000000000071,18.989971130935455,18.799028869064546,-0.0010554089709762238,-0.0010559663072038442,0.0017764908460863795,0.0040313274936562265,0.017142857142856016,1817.0,2361.285714285714,-0.6370030581039756,0.019999999999999574,-0.019999999999999574
18.95,18.95,18.92,18.92,2782,18.94,18.895714285714284,18.932175267977364,18.904798677788396,65.00000000000142,18.992173955736128,18.802826044263874,-0.0005282620179608566,-0.0005284015974992102,0.001553961800347761,0.0038444529544653977,0.018571428571427413,1914.4285714285713,2451.809523809524,1.3437236731255267,0.029999999999997584,-0.029999999999997584
18.94,18.94,18.94,18.94,600,18.93857142857143,18.89952380952381,18.934131450983024,18.90799879798945,71.4285714285724,18.995718503481044,18.80828149651896,0.0010570824524311906,0.001056524134199868,0.0018795509356274232,0.003944706979316042,0.01928571428571324,1928.7142857142858,2462.9523809523807,-0.7843278217109992,0.0,0.0
18.94,18.94,18.94,18.94,251,18.93857142857143,18.903809523809525,18.93559858823727,18.910907998172227,70.00000000000125,18.99740260825295,18.81659739174705,0.0,0.0,0.001803883141728242,0.0038764177900057614,0.018571428571427667,1950.2857142857142,2460.5238095238096,-0.5816666666666667,0.0,0.0
18.95,18.97,18.95,18.97,5864,18.942857142857143,18.909999999999997,18.94419894117795,18.91627999833839,71.4285714285724,19.000911933648464,18.827088066351532,0.0015839493136218241,0.001582696188990512,0.002400448605734757,0.004016606257322613,0.01928571428571324,2320.5714285714284,2325.8571428571427,22.362549800796813,0.019999999999999574,0.019999999999999574
18.98,18.98,18.98,18.98,200,18.947142857142858,18.917142857142856,18.953149205883463,18.92207272576217,71.4285714285724,19.00364877389603,18.839351226103975,0.0005271481286241997,0.0005270092348590256,0.0024003263923614384,0.003917231534868614,0.018571428571427667,2022.0,2105.2380952380954,-0.965893587994543,0.0,0.0
18.97,18.97,18.97,18.97,200,18.95,18.923809523809524,18.957361904412597,18.926429750692883,61.11111111111133,19.0050615205735,18.849938479426505,-0.0005268703898841931,-0.000527009234859074,0.002513451041745398,0.0040050969786212115,0.0149999999999993,1583.4285714285713,2067.1428571428573,0.0,0.0,0.0
18.96,18.96,18.96,18.96,500,18.954285714285714,18.92904761904762,18.958021428309447,18.929481591538984,50.0,19.004428326899177,18.860571673100825,-0.0005271481286240887,-0.0005272871200470366,0.002260387823133707,0.004024975316425682,0.013571428571427648,1485.2857142857142,1698.047619047619,1.5,0.0,0.0
18.96,18.96,18.95,18.95,800,18.958571428571428,18.93333333333333,18.956016071232085,18.931346901399074,53.33333333333286,18.998327625302885,18.876672374697115,-0.0005274261603376296,-0.0005275652984404682,0.002260062313298439,0.004093594146790615,0.012857142857142076,1202.142857142857,1634.8095238095239,0.6000000000000001,0.010000000000001563,-0.010000000000001563
18.94,18.94,18.93,18.94,8860,18.958571428571428,18.937619047619048,18.952012053424063,18.93213354672643,46.66666666666714,18.99017723989914,18.892822760100856,-0.0005277044854880009,-0.0005278437705030432,0.002132774241791164,0.00409310572311648,0.013571428571427901,2382.1428571428573,1933.6666666666667,10.075,0.010000000000001563,0.0
18.95,18.95,18.95,18.95,600,18.96,18.94190476190476,18.951509040068046,18.9337577697513,53.33333333333286,18.98420257778834,18.90579742221166,0.000527983104540608,0.0005278437705031224,0.0021970774313137056,0.004092910370013302,0.013571428571427901,2432.0,1928.904761904762,-0.9322799097065463,0.0,0.0
18.93,18.94,18.93,18.94,500,18.955714285714286,18.944761904761908,18.948631780051034,18.934325245228454,50.0,18.977147046537706,18.917852953462297,-0.0005277044854880009,-0.0005278437705030432,0.0013619173416577449,0.004061384432720167,0.0149999999999993,1665.7142857142858,1918.2380952380952,-0.16666666666666663,0.010000000000001563,0.010000000000001563
18.93,18.93,18.93,18.93,349,18.94857142857143,18.946666666666665,18.943973835038275,18.933932041116776,43.749999999999865,18.977147046537702,18.917852953462294,-0.0005279831045407191,-0.0005281225367007691,0.0010554563602224142,0.004095544898825922,0.014999999999999554,1687.0,1867.1904761904761,-0.30200000000000005,0.0,0.0
18.93,18.94,18.93,18.93,2760,18.942857142857147,18.946666666666665,18.940480376278707,18.933574582833433,43.749999999999865,18.976017538732663,18.91598246126734,0.0,0.0,0.0010986165337375062,0.0035058273470722364,0.014999999999999807,2052.714285714286,1785.0,6.908309455587393,0.010000000000001563,0.0
18.94,18.94,18.94,18.94,1600,18.94,18.945714285714285,18.94036028220903,18.934158711666758,53.33333333333396,18.976017538732663,18.91598246126734,0.0005282620179609676,0.0005281225367007637,0.001328525743432546,0.003145078853798127,0.014285714285714235,2209.8571428571427,1837.3809523809523,-0.42028985507246375,0.0,0.0
18.93,18.93,18.93,18.93,1800,18.937142857142856,18.945238095238093,18.937770211656773,18.93378064696978,53.3333333333327,18.97577935056236,18.91422064943764,-0.0005279831045407191,-0.0005281225367007691,0.0013287101230974876,0.0030095437458762487,0.012857142857143091,2352.714285714286,1823.095238095238,0.125,0.0,0.0
18.94,18.94,18.92,18.93,5085,18.935714285714287,18.944285714285712,18.93582765874258,18.933436951790707,46.15384615384553,18.975939164311722,18.913060835688274,0.0,0.0,0.0012568904144480326,0.0029534818116813176,0.012857142857143091,1813.4285714285713,2041.4285714285713,1.8250000000000002,0.019999999999999574,-0.010000000000001563
18.93,18.93,18.91,18.91,4611,18.93,18.942857142857143,18.929370744056932,18.93130631980973,39.99999999999953,18.978003759196447,18.907996240803556,-0.0010565240359218242,-0.001057082550865361,0.0013637507833181395,0.003087573692601846,0.014285714285714488,2386.4285714285716,2256.2380952380954,-0.09321533923303837,0.019999999999999574,-0.019999999999999574
18.92,18.93,18.92,18.93,500,18.928571428571427,18.94238095238095,18.9295280580427,18.931187563463393,35.71428571428608,18.97730319800615,18.90669680199385,0.0010576414595451222,0.0010570825508652622,0.0018807266939124686,0.0032892078512117653,0.013571428571428916,2386.4285714285716,2124.2380952380954,-0.891563652136196,0.00999999999999801,0.00999999999999801
18.94,18.94,18.94,18.94,300,18.93,18.941904761904762,18.932146043532025,18.93198869405763,35.71428571428608,18.976608853284255,18.906391146715748,0.0005282620179609676,0.0005281225367007637,0.0018806743134854914,0.0032892570896441735,0.013571428571428916,2379.4285714285716,2029.4761904761904,-0.4,0.0,0.0
18.94,18.94,18.94,18.94,400,18.931428571428572,18.941428571428574,18.934109532649018,18.932716994597843,38.461538461539305,18.9767017366468,18.9072982633532,0.0,0.0,0.0018806743134854914,0.0032892570896441735,0.012857142857143091,2042.2857142857142,1892.8095238095239,0.33333333333333326,0.0,0.0
18.94,18.94,18.94,18.94,200,18.931428571428572,18.941904761904762,18.935582149486763,18.933379085998038,41.66666666666691,18.976150375087006,18.909849624912997,0.0,0.0,0.0018050265901251212,0.003106300063831503,0.01214285714285752,1842.2857142857142,1845.8095238095239,-0.5,0.0,0.0
18.94,18.94,18.93,18.93,1400,18.931428571428572,18.942380952380955,18.93418661211507,18.933071896361852,41.66666666666691,18.976138949855137,18.908861050144868,-0.0005279831045407191,-0.0005281225367007691,0.0018050265901251212,0.0031062478802142677,0.01214285714285752,1785.142857142857,1780.0,6.0,0.010000000000001563,-0.010000000000001563
18.92,18.92,18.92,18.92,100,18.930000000000003,18.94142857142857,18.930639959086303,18.931883542147137,41.66666666666691,18.97660885328425,18.906391146715745,-0.0005282620179608566,-0.0005284015974992102,0.0018808050478328667,0.00295420521578617,0.011428571428571692,1073.0,1756.1904761904761,-0.9285714285714286,0.0,0.0
18.92,18.93,18.92,18.93,914,18.93285714285714,18.940952380952382,18.930479969314728,18.93171231104285,41.66666666666691,18.972251054623253,18.90674894537675,0.0005285412262154843,0.0005284015974991018,0.0015558575548047248,0.0030103662483877292,0.011428571428571692,544.8571428571429,1787.7619047619048,8.14,0.00999999999999801,0.00999999999999801
